"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","MEGAHIT-MetaBAT2-ERR2143759.7","MEGAHIT-MetaBAT2-ERR2143760.4","SPAdes-MetaBAT2-ERR2143759.4","SPAdes-MetaBAT2-ERR2143760.5"
"group_858","","hypothetical protein","2","2","1","93","9","262","1","","431","431","431","KKNACEHJ_01978","","EDDCBIGE_01288",""
"group_864","","hypothetical protein","2","2","1","323","1","93","1","Investigate","134","134","134","KKNACEHJ_02061","","EDDCBIGE_03338",""
"group_870","","hypothetical protein","2","2","1","181","1","233","1","","509","509","509","KKNACEHJ_02163","OJEIIDGO_02713","",""
"group_874","","hypothetical protein","2","2","1","105","2","461","1","","1700","1700","1700","KKNACEHJ_02184","OJEIIDGO_01781","",""
"group_875","","hypothetical protein","2","2","1","1","121","245","1","","692","692","692","KKNACEHJ_02200","OJEIIDGO_02012","",""
"group_879","","hypothetical protein","2","2","1","222","1","","","","161","161","161","KKNACEHJ_02245","OJEIIDGO_02638","",""
"gcvT","","Aminomethyltransferase","2","2","1","122","1","145","1","","1097","1097","1097","KKNACEHJ_02381","OJEIIDGO_01430","",""
"group_9","","hypothetical protein","2","2","1","271","3","","","","1076","1094","1085","KKNACEHJ_01533","OJEIIDGO_03399","",""
"group_907","","hypothetical protein","2","2","1","33","10","228","1","","140","140","140","KKNACEHJ_02465","","EDDCBIGE_00467",""
"group_908","","hypothetical protein","2","2","1","33","6","126","2","","152","152","152","KKNACEHJ_02469","","EDDCBIGE_00471",""
"yhfA_1","","Protein YhfA","2","2","1","103","1","","","","437","437","437","KKNACEHJ_00068","OJEIIDGO_01279","",""
"corA_1","","Cobalt/magnesium transport protein CorA","2","2","1","1","93","56","3","","245","245","245","KKNACEHJ_02503","","EDDCBIGE_03296",""
"group_915","","hypothetical protein","2","2","1","140","1","177","1","","3614","3614","3614","KKNACEHJ_02578","OJEIIDGO_01838","",""
"group_918","","hypothetical protein","2","2","1","96","16","230","1","","194","194","194","KKNACEHJ_02617","OJEIIDGO_03426","",""
"group_929","","hypothetical protein","2","2","1","41","4","227","1","","437","437","437","KKNACEHJ_02792","","EDDCBIGE_02322",""
"group_933","","hypothetical protein","2","2","1","91","4","266","1","","167","167","167","KKNACEHJ_02843","","EDDCBIGE_03227",""
"group_934","","hypothetical protein","2","2","1","35","21","78","2","","386","386","386","KKNACEHJ_02852","","EDDCBIGE_01236",""
"group_935","","putative ABC transporter ATP-binding protein","2","2","1","35","20","78","1","","1844","1844","1844","KKNACEHJ_02853","","EDDCBIGE_01235",""
"group_936","","hypothetical protein","2","2","1","49","11","168","1","","887","887","887","KKNACEHJ_02857","","EDDCBIGE_00995",""
"group_938","","hypothetical protein","2","2","1","34","23","","","","722","722","722","KKNACEHJ_02886","","EDDCBIGE_02539",""
"tagO","","putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","2","2","1","238","2","223","1","","1088","1088","1088","KKNACEHJ_02896","","EDDCBIGE_02834",""
"lytR","","Sensory transduction protein LytR","2","2","1","42","9","237","1","","737","737","737","KKNACEHJ_02942","","EDDCBIGE_00946",""
"group_947","","hypothetical protein","2","2","1","183","3","2","3","","359","359","359","KKNACEHJ_02967","","","KOKFBEGO_02080"
"group_948","","hypothetical protein","2","2","1","183","4","2","4","","662","662","662","KKNACEHJ_02968","","","KOKFBEGO_02081"
"group_949","","hypothetical protein","2","2","1","183","5","2","5","","569","569","569","KKNACEHJ_02969","","","KOKFBEGO_02082"
"group_954","","hypothetical protein","2","2","1","94","8","567","1","","200","200","200","KKNACEHJ_02990","","EDDCBIGE_00787",""
"ysdC_2","","Putative aminopeptidase YsdC","2","2","1","33","5","126","1","","1079","1079","1079","KKNACEHJ_03028","","EDDCBIGE_00472",""
"ahcY","","Adenosylhomocysteinase","2","2","1","146","12","218","1","","1307","1307","1307","KKNACEHJ_03062","","EDDCBIGE_01178",""
"btuB_7","","Vitamin B12 transporter BtuB","2","2","1","1","30","3","10","","2840","2840","2840","KKNACEHJ_03074","","EDDCBIGE_03156",""
"group_969","","hypothetical protein","2","2","1","1","28","3","9","","338","338","338","KKNACEHJ_03076","","EDDCBIGE_03656",""
"group_971","","putative AAA domain-containing protein","2","2","1","322","1","105","1","Investigate","1268","1268","1268","KKNACEHJ_03080","","EDDCBIGE_03666",""
"group_974","","hypothetical protein","2","2","1","17","21","169","1","","380","380","380","KKNACEHJ_03123","","EDDCBIGE_00077",""
"group_993","","hypothetical protein","2","2","1","245","4","75","2","","614","614","614","KKNACEHJ_03289","","EDDCBIGE_03110",""
"group_998","","hypothetical protein","2","2","1","76","14","","","","812","812","812","KKNACEHJ_03325","","EDDCBIGE_02841",""
"group_10","","hypothetical protein","1","1","1","171","4","","","","125","125","125","KKNACEHJ_02141","","",""
"group_100","","hypothetical protein","1","1","1","6","7","159","1","","809","809","809","KKNACEHJ_02804","","",""
"group_1000","","hypothetical protein","1","1","1","280","1","31","1","","422","422","422","KKNACEHJ_03354","","",""
"group_1001","","hypothetical protein","1","1","1","280","2","31","2","","371","371","371","KKNACEHJ_03355","","",""
"group_1002","","hypothetical protein","1","1","1","280","5","31","3","","614","614","614","KKNACEHJ_03356","","",""
"group_1004","","hypothetical protein","1","1","1","313","3","99","1","","248","248","248","KKNACEHJ_03366","","",""
"group_1005","","hypothetical protein","1","1","1","313","2","99","3","","179","179","179","KKNACEHJ_03367","","",""
"group_1006","","hypothetical protein","1","1","1","313","1","99","2","","251","251","251","KKNACEHJ_03368","","",""
"group_1007","","hypothetical protein","1","1","1","218","2","","","","143","143","143","KKNACEHJ_03371","","",""
"group_1013","","hypothetical protein","1","1","1","94","3","55","3","","335","335","335","KKNACEHJ_03405","","",""
"group_1014","","hypothetical protein","1","1","1","94","2","55","2","","371","371","371","KKNACEHJ_03406","","",""
"group_1015","btsR_3","Transcriptional regulatory protein BtsR","1","1","1","94","1","55","1","","743","743","743","KKNACEHJ_03407","","",""
"group_1018","","hypothetical protein","1","1","1","94","20","9","4","","167","167","167","KKNACEHJ_03425","","",""
"group_1021","","hypothetical protein","1","1","1","316","1","101","1","","539","539","539","KKNACEHJ_03447","","",""
"group_1022","","hypothetical protein","1","1","1","316","2","101","3","","308","308","308","KKNACEHJ_03448","","",""
"group_1023","","hypothetical protein","1","1","1","316","3","101","2","","323","323","323","KKNACEHJ_03449","","",""
"group_1025","","hypothetical protein","1","1","1","43","5","173","1","","98","98","98","KKNACEHJ_03457","","",""
"group_1038","","hypothetical protein","1","1","1","302","2","41","1","","512","512","512","KKNACEHJ_03553","","",""
"group_1039","","hypothetical protein","1","1","1","302","3","41","2","","332","332","332","KKNACEHJ_03554","","",""
"group_1040","","hypothetical protein","1","1","1","302","4","41","4","","281","281","281","KKNACEHJ_03557","","",""
"group_1041","","hypothetical protein","1","1","1","302","1","41","3","","260","260","260","KKNACEHJ_03558","","",""
"group_1053","","hypothetical protein","1","1","1","345","1","131","1","Investigate","239","239","239","KKNACEHJ_03658","","",""
"group_106","","IS1634 family transposase ISPlu4","1","1","1","353","1","290","1","","1625","1625","1625","","OJEIIDGO_00515","",""
"group_1061","","hypothetical protein","1","1","1","7","19","30","4","","212","212","212","KKNACEHJ_03716","","",""
"group_1079","","hypothetical protein","1","1","1","248","4","7","4","","998","998","998","KKNACEHJ_03804","","",""
"group_1080","","hypothetical protein","1","1","1","248","5","7","7","","1796","1796","1796","KKNACEHJ_03805","","",""
"group_1081","","hypothetical protein","1","1","1","248","7","7","6","","752","752","752","KKNACEHJ_03806","","",""
"group_1082","","hypothetical protein","1","1","1","248","6","7","5","","203","203","203","KKNACEHJ_03807","","",""
"group_1083","","hypothetical protein","1","1","1","148","11","271","1","","719","719","719","KKNACEHJ_03811","","",""
"group_1085","","hypothetical protein","1","1","1","441","2","369","1","Investigate","368","368","368","","OJEIIDGO_00004","",""
"group_1086","","hypothetical protein","1","1","1","441","1","369","2","Investigate","263","263","263","","OJEIIDGO_00005","",""
"group_1087","xerC_1","Tyrosine recombinase XerC","1","1","1","424","1","378","1","Investigate","905","905","905","","OJEIIDGO_00019","",""
"group_1089","","hypothetical protein","1","1","1","457","1","361","1","Investigate","251","251","251","","OJEIIDGO_00066","",""
"group_109","","hypothetical protein","1","1","1","19","6","","","","464","464","464","","OJEIIDGO_01607","",""
"group_1090","","hypothetical protein","1","1","1","68","14","474","1","","476","476","476","","OJEIIDGO_00074","",""
"group_1093","","hypothetical protein","1","1","1","128","3","510","1","","1277","1277","1277","","OJEIIDGO_00105","",""
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH","1","1","1","458","1","380","1","Investigate","773","773","773","","OJEIIDGO_00196","",""
"group_1101","","hypothetical protein","1","1","1","445","1","392","1","Investigate","575","575","575","","OJEIIDGO_00209","",""
"group_1102","","hypothetical protein","1","1","1","269","4","382","1","","113","113","113","","OJEIIDGO_00231","",""
"group_1103","","hypothetical protein","1","1","1","269","1","382","2","","161","161","161","","OJEIIDGO_00232","",""
"group_1104","","hypothetical protein","1","1","1","463","1","432","1","Investigate","305","305","305","","OJEIIDGO_00235","",""
"group_1105","","hypothetical protein","1","1","1","82","3","350","1","","140","140","140","","OJEIIDGO_00237","",""
"group_1107","","hypothetical protein","1","1","1","82","1","350","2","","149","149","149","","OJEIIDGO_00239","",""
"group_1110","","hypothetical protein","1","1","1","375","3","336","2","","545","545","545","","OJEIIDGO_00311","",""
"hemE_1","","Uroporphyrinogen decarboxylase","1","1","1","375","2","336","3","","1046","1046","1046","","OJEIIDGO_00312","",""
"group_1112","","hypothetical protein","1","1","1","375","1","336","1","","428","428","428","","OJEIIDGO_00313","",""
"group_1113","","hypothetical protein","1","1","1","402","1","384","1","Investigate","506","506","506","","OJEIIDGO_00317","",""
"group_1114","","hypothetical protein","1","1","1","402","2","384","2","Investigate","374","374","374","","OJEIIDGO_00318","",""
"group_1115","","hypothetical protein","1","1","1","30","4","490","1","","158","158","158","","OJEIIDGO_00329","",""
"group_1116","","IS4 family transposase ISAsp3","1","1","1","30","1","","","","1220","1220","1220","","OJEIIDGO_00333","",""
"group_1117","","hypothetical protein","1","1","1","28","4","410","1","","233","233","233","","OJEIIDGO_00335","",""
"group_1118","","hypothetical protein","1","1","1","28","3","410","2","","389","389","389","","OJEIIDGO_00336","",""
"tpiA_1","","Triosephosphate isomerase","1","1","1","442","2","391","2","Investigate","296","296","296","","OJEIIDGO_00352","",""
"prmA_1","","Ribosomal protein L11 methyltransferase","1","1","1","442","1","391","1","Investigate","824","824","824","","OJEIIDGO_00353","",""
"group_1122","","hypothetical protein","1","1","1","379","1","343","3","","1130","1130","1130","","OJEIIDGO_00381","",""
"group_1123","","hypothetical protein","1","1","1","379","3","343","2","","170","170","170","","OJEIIDGO_00383","",""
"group_1124","","hypothetical protein","1","1","1","379","2","343","1","","104","104","104","","OJEIIDGO_00384","",""
"group_1127","","hypothetical protein","1","1","1","398","1","368","1","Investigate","533","533","533","","OJEIIDGO_00406","",""
"group_1128","","hypothetical protein","1","1","1","58","1","","","","125","125","125","","OJEIIDGO_00433","",""
"group_113","","hypothetical protein","1","1","1","4","1","","","","632","632","632","","OJEIIDGO_00533","",""
"group_1131","","hypothetical protein","1","1","1","368","3","323","3","","158","158","158","","OJEIIDGO_00489","",""
"group_1136","","hypothetical protein","1","1","1","113","9","","","","1136","1136","1136","","OJEIIDGO_00521","",""
"group_1142","","hypothetical protein","1","1","1","148","1","412","1","","338","338","338","","OJEIIDGO_00616","",""
"group_1143","","hypothetical protein","1","1","1","63","12","373","1","","278","278","278","","OJEIIDGO_00617","",""
"rplW_1","","50S ribosomal protein L23","1","1","1","381","2","339","2","","308","308","308","","OJEIIDGO_00620","",""
"rplD_1","","50S ribosomal protein L4","1","1","1","381","3","339","3","","656","656","656","","OJEIIDGO_00621","",""
"rplC_1","","50S ribosomal protein L3","1","1","1","381","1","339","1","","569","569","569","","OJEIIDGO_00622","",""
"group_1150","","hypothetical protein","1","1","1","399","1","390","1","Investigate","857","857","857","","OJEIIDGO_00676","",""
"group_1151","","hypothetical protein","1","1","1","399","2","390","2","Investigate","221","221","221","","OJEIIDGO_00677","",""
"group_1157","","IS110 family transposase ISShdy1","1","1","1","429","2","413","1","Investigate","1013","1013","1013","","OJEIIDGO_00754","",""
"group_1158","","hypothetical protein","1","1","1","429","1","413","2","Investigate","167","167","167","","OJEIIDGO_00755","",""
"group_1159","","hypothetical protein","1","1","1","461","1","418","1","Investigate","1580","1580","1580","","OJEIIDGO_00758","",""
"group_116","","Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]","1","1","1","120","10","506","1","","1721","1721","1721","","OJEIIDGO_02768","",""
"group_1160","","hypothetical protein","1","1","1","419","1","365","1","Investigate","596","596","596","","OJEIIDGO_00767","",""
"group_1161","","hypothetical protein","1","1","1","380","1","347","1","","233","233","233","","OJEIIDGO_00779","",""
"group_1162","","hypothetical protein","1","1","1","380","2","347","3","","1472","1472","1472","","OJEIIDGO_00780","",""
"group_1163","","hypothetical protein","1","1","1","380","3","347","2","","272","272","272","","OJEIIDGO_00781","",""
"group_1166","","hypothetical protein","1","1","1","421","1","359","1","Investigate","404","404","404","","OJEIIDGO_00831","",""
"group_1168","","hypothetical protein","1","1","1","57","3","445","1","","296","296","296","","OJEIIDGO_00843","",""
"group_1169","","hypothetical protein","1","1","1","117","10","302","1","","5489","5489","5489","","OJEIIDGO_00855","",""
"group_1170","","hypothetical protein","1","1","1","117","9","302","2","","848","848","848","","OJEIIDGO_00856","",""
"group_1171","","hypothetical protein","1","1","1","117","8","302","3","","614","614","614","","OJEIIDGO_00857","",""
"lutC_1","","Lactate utilization protein C","1","1","1","117","7","302","4","","674","674","674","","OJEIIDGO_00858","",""
"ghrB","","Glyoxylate/hydroxypyruvate reductase B","1","1","1","117","6","302","5","","953","953","953","","OJEIIDGO_00859","",""
"ypjD_2","","putative protein YpjD","1","1","1","376","3","335","1","","242","242","242","","OJEIIDGO_00875","",""
"rimK","","Ribosomal protein S6--L-glutamate ligase","1","1","1","376","2","335","2","","908","908","908","","OJEIIDGO_00876","",""
"group_1177","","Hydroxypyruvate reductase","1","1","1","376","1","335","3","","971","971","971","","OJEIIDGO_00877","",""
"group_1180","","IS256 family transposase ISRle12","1","1","1","389","1","341","1","","1223","1223","1223","","OJEIIDGO_00897","",""
"group_1181","","hypothetical protein","1","1","1","389","3","341","2","","305","305","305","","OJEIIDGO_00898","",""
"group_1182","","IS3 family transposase ISMex7","1","1","1","389","2","341","3","","236","236","236","","OJEIIDGO_00899","",""
"group_1195","","hypothetical protein","1","1","1","438","1","356","1","Investigate","710","710","710","","OJEIIDGO_00919","",""
"group_1196","","hypothetical protein","1","1","1","438","2","356","2","Investigate","590","590","590","","OJEIIDGO_00920","",""
"group_1199","","IS5 family transposase ISGdi3","1","1","1","418","1","371","2","Investigate","815","815","815","","OJEIIDGO_00956","",""
"group_1200","","hypothetical protein","1","1","1","418","2","371","1","Investigate","593","593","593","","OJEIIDGO_00957","",""
"group_1201","","hypothetical protein","1","1","1","101","2","464","1","","212","212","212","","OJEIIDGO_00966","",""
"vraR","","Response regulator protein VraR","1","1","1","26","4","388","2","","566","566","566","","OJEIIDGO_00970","",""
"group_1203","","hypothetical protein","1","1","1","26","5","388","1","","989","989","989","","OJEIIDGO_00971","",""
"group_1204","","hypothetical protein","1","1","1","26","30","","","","497","497","497","","OJEIIDGO_00987","",""
"group_1205","","hypothetical protein","1","1","1","25","2","408","2","","215","215","215","","OJEIIDGO_00997","",""
"group_1206","","hypothetical protein","1","1","1","25","1","408","1","","311","311","311","","OJEIIDGO_00998","",""
"group_1211","","hypothetical protein","1","1","1","444","1","399","1","Investigate","1364","1364","1364","","OJEIIDGO_01069","",""
"group_1212","","hypothetical protein","1","1","1","356","1","295","2","","410","410","410","","OJEIIDGO_01078","",""
"group_1213","","hypothetical protein","1","1","1","356","2","295","3","","428","428","428","","OJEIIDGO_01079","",""
"group_1214","","hypothetical protein","1","1","1","356","3","295","4","","476","476","476","","OJEIIDGO_01080","",""
"group_1215","","hypothetical protein","1","1","1","356","4","295","5","","185","185","185","","OJEIIDGO_01081","",""
"group_1216","","hypothetical protein","1","1","1","356","8","295","6","","347","347","347","","OJEIIDGO_01082","",""
"group_1217","","hypothetical protein","1","1","1","356","7","295","7","","152","152","152","","OJEIIDGO_01083","",""
"group_1218","","hypothetical protein","1","1","1","356","6","295","8","","284","284","284","","OJEIIDGO_01084","",""
"group_1219","","hypothetical protein","1","1","1","356","5","295","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","212","212","212","","OJEIIDGO_01085","",""
"group_1220","","hypothetical protein","1","1","1","139","5","","","","365","365","365","","OJEIIDGO_01121","",""
"group_1221","","hypothetical protein","1","1","1","415","1","423","1","Investigate","296","296","296","","OJEIIDGO_01217","",""
"group_1222","","hypothetical protein","1","1","1","361","1","301","3","","740","740","740","","OJEIIDGO_01218","",""
"group_1223","","hypothetical protein","1","1","1","361","2","301","4","","173","173","173","","OJEIIDGO_01219","",""
"group_1224","","hypothetical protein","1","1","1","361","3","301","5","","266","266","266","","OJEIIDGO_01220","",""
"group_1225","","hypothetical protein","1","1","1","361","4","301","2","","392","392","392","","OJEIIDGO_01221","",""
"group_1226","","hypothetical protein","1","1","1","361","5","301","1","","197","197","197","","OJEIIDGO_01222","",""
"group_1228","","hypothetical protein","1","1","1","280","3","31","5","","776","776","776","","OJEIIDGO_01255","",""
"group_1234","","hypothetical protein","1","1","1","63","26","325","1","","230","230","230","","OJEIIDGO_01332","",""
"group_1235","","hypothetical protein","1","1","1","63","25","325","2","","284","284","284","","OJEIIDGO_01333","",""
"group_1236","","hypothetical protein","1","1","1","63","24","325","3","","119","119","119","","OJEIIDGO_01334","",""
"group_1237","","hypothetical protein","1","1","1","63","23","325","4","","242","242","242","","OJEIIDGO_01335","",""
"group_1238","","hypothetical protein","1","1","1","454","1","431","1","Investigate","1334","1334","1334","","OJEIIDGO_01356","",""
"group_1240","","putative protein","1","1","1","423","1","372","1","Investigate","1412","1412","1412","","OJEIIDGO_01427","",""
"group_1241","","hypothetical protein","1","1","1","384","1","345","1","","377","377","377","","OJEIIDGO_01431","",""
"group_1242","","hypothetical protein","1","1","1","384","2","345","3","","230","230","230","","OJEIIDGO_01432","",""
"group_1243","","hypothetical protein","1","1","1","384","3","345","2","","356","356","356","","OJEIIDGO_01433","",""
"group_1244","","hypothetical protein","1","1","1","20","27","","","","140","140","140","","OJEIIDGO_01447","",""
"group_1249","","hypothetical protein","1","1","1","357","3","296","2","","176","176","176","","OJEIIDGO_01488","",""
"ttgB","","putative efflux pump membrane transporter TtgB","1","1","1","382","1","330","1","","2366","2366","2366","","OJEIIDGO_01542","",""
"ddl_2","","D-alanine--D-alanine ligase","1","1","1","382","2","330","2","","1031","1031","1031","","OJEIIDGO_01543","",""
"group_1263","","hypothetical protein","1","1","1","382","3","330","3","","1448","1448","1448","","OJEIIDGO_01544","",""
"group_1265","","hypothetical protein","1","1","1","156","6","462","1","","1127","1127","1127","","OJEIIDGO_01569","",""
"group_1266","","hypothetical protein","1","1","1","82","5","","","","245","245","245","","OJEIIDGO_01575","",""
"lplT","","Lysophospholipid transporter LplT","1","1","1","401","2","385","2","Investigate","1031","1031","1031","","OJEIIDGO_01628","",""
"group_127","","hypothetical protein","1","1","1","111","5","601","1","","203","203","203","","","","KOKFBEGO_02025"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","401","1","385","1","Investigate","497","497","497","","OJEIIDGO_01629","",""
"group_1272","","hypothetical protein","1","1","1","455","1","430","1","Investigate","608","608","608","","OJEIIDGO_01645","",""
"group_1273","","hypothetical protein","1","1","1","161","10","383","1","","797","797","797","","OJEIIDGO_01646","",""
"group_1274","","hypothetical protein","1","1","1","161","9","383","2","","362","362","362","","OJEIIDGO_01647","",""
"group_1275","","hypothetical protein","1","1","1","88","10","451","1","","200","200","200","","OJEIIDGO_01659","",""
"fabD_2","","Malonyl CoA-acyl carrier protein transacylase","1","1","1","459","2","402","1","Investigate","956","956","956","","OJEIIDGO_01725","",""
"fabH_3","","3-oxoacyl-[acyl-carrier-protein] synthase 3","1","1","1","459","1","402","2","Investigate","677","677","677","","OJEIIDGO_01726","",""
"group_1278","","hypothetical protein","1","1","1","428","1","398","1","Investigate","635","635","635","","OJEIIDGO_01767","",""
"group_1280","","hypothetical protein","1","1","1","105","1","","","","284","284","284","","OJEIIDGO_01786","",""
"group_1281","","hypothetical protein","1","1","1","21","29","507","1","","545","545","545","","OJEIIDGO_01799","",""
"group_1283","","hypothetical protein","1","1","1","63","7","122","2","","2558","2558","2558","","OJEIIDGO_01840","",""
"group_1284","","hypothetical protein","1","1","1","400","2","363","2","Investigate","560","560","560","","OJEIIDGO_01844","",""
"group_1285","","hypothetical protein","1","1","1","400","1","363","1","Investigate","773","773","773","","OJEIIDGO_01845","",""
"salA","","Iron-sulfur cluster carrier protein","1","1","1","141","8","72","3","","494","494","494","","OJEIIDGO_01863","",""
"group_1287","","hypothetical protein","1","1","1","141","7","72","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","275","275","275","","OJEIIDGO_01864","",""
"group_1289","","hypothetical protein","1","1","1","28","12","455","1","","173","173","173","","OJEIIDGO_01939","",""
"group_1292","","hypothetical protein","1","1","1","462","1","425","1","Investigate","1238","1238","1238","","OJEIIDGO_01966","",""
"group_1294","","hypothetical protein","1","1","1","407","1","401","1","Investigate","98","98","98","","OJEIIDGO_01976","",""
"group_1295","","IS630 family transposase ISDge17","1","1","1","294","1","33","3","","1004","1004","1004","","OJEIIDGO_02019","",""
"group_1296","","hypothetical protein","1","1","1","443","1","387","1","Investigate","965","965","965","","OJEIIDGO_02020","",""
"group_1297","","hypothetical protein","1","1","1","355","1","293","1","","998","998","998","","OJEIIDGO_02035","",""
"group_1298","","hypothetical protein","1","1","1","355","2","293","2","","851","851","851","","OJEIIDGO_02036","",""
"group_1299","","hypothetical protein","1","1","1","355","3","293","3","","3089","3089","3089","","OJEIIDGO_02037","",""
"group_1300","","hypothetical protein","1","1","1","355","4","293","4","","728","728","728","","OJEIIDGO_02038","",""
"recD2_2","","ATP-dependent RecD-like DNA helicase","1","1","1","355","5","293","5","","2360","2360","2360","","OJEIIDGO_02039","",""
"group_1302","recD_2","RecBCD enzyme subunit RecD","1","1","1","355","6","293","6","","353","353","353","","OJEIIDGO_02040","",""
"group_1303","","hypothetical protein","1","1","1","355","7","293","7","","305","305","305","","OJEIIDGO_02041","",""
"bepA_5","","Beta-barrel assembly-enhancing protease","1","1","1","355","8","293","8","","1283","1283","1283","","OJEIIDGO_02042","",""
"group_1305","","hypothetical protein","1","1","1","46","20","478","1","","218","218","218","","OJEIIDGO_02050","",""
"psuT_2","","Putative pseudouridine transporter","1","1","1","412","2","367","1","Investigate","1478","1478","1478","","OJEIIDGO_02168","",""
"group_1310","","hypothetical protein","1","1","1","412","1","367","2","Investigate","503","503","503","","OJEIIDGO_02169","",""
"bfrD","","putative TonB-dependent receptor BfrD","1","1","1","422","2","374","2","Investigate","422","422","422","","OJEIIDGO_02232","",""
"group_1316","","PKHD-type hydroxylase","1","1","1","422","1","374","1","Investigate","686","686","686","","OJEIIDGO_02233","",""
"group_1317","","hypothetical protein","1","1","1","92","1","309","3","","965","965","965","","OJEIIDGO_02238","",""
"group_1322","","hypothetical protein","1","1","1","437","1","364","1","Investigate","95","95","95","","OJEIIDGO_02389","",""
"group_1330","","hypothetical protein","1","1","1","13","1","441","1","","296","296","296","","OJEIIDGO_02444","",""
"group_1332","","hypothetical protein","1","1","1","364","3","314","3","","644","644","644","","OJEIIDGO_02462","",""
"group_1333","","hypothetical protein","1","1","1","364","4","314","4","","545","545","545","","OJEIIDGO_02463","",""
"group_1334","","hypothetical protein","1","1","1","364","2","314","2","","1061","1061","1061","","OJEIIDGO_02464","",""
"group_1335","","hypothetical protein","1","1","1","364","1","314","1","","812","812","812","","OJEIIDGO_02465","",""
"group_1336","","hypothetical protein","1","1","1","396","1","362","1","Investigate","1409","1409","1409","","OJEIIDGO_02466","",""
"group_1337","","hypothetical protein","1","1","1","446","1","394","1","Investigate","242","242","242","","OJEIIDGO_02467","",""
"group_1338","","hypothetical protein","1","1","1","377","1","333","1","","272","272","272","","OJEIIDGO_02470","",""
"group_1339","","hypothetical protein","1","1","1","377","2","333","2","","1286","1286","1286","","OJEIIDGO_02471","",""
"group_1340","","hypothetical protein","1","1","1","377","3","333","3","","275","275","275","","OJEIIDGO_02472","",""
"group_1342","","hypothetical protein","1","1","1","175","6","303","3","","917","917","917","","OJEIIDGO_02534","",""
"group_1345","","hypothetical protein","1","1","1","411","1","419","1","Investigate","704","704","704","","OJEIIDGO_02539","",""
"group_1346","","hypothetical protein","1","1","1","411","2","419","2","Investigate","797","797","797","","OJEIIDGO_02540","",""
"group_1347","","hypothetical protein","1","1","1","12","15","497","1","","230","230","230","","OJEIIDGO_02558","",""
"group_1348","","hypothetical protein","1","1","1","431","1","405","1","Investigate","320","320","320","","OJEIIDGO_02563","",""
"group_1349","","hypothetical protein","1","1","1","431","2","405","2","Investigate","1547","1547","1547","","OJEIIDGO_02564","",""
"btrN","","S-adenosyl-L-methionine-dependent 2-deoxy-scyllo-inosamine dehydrogenase","1","1","1","406","1","400","2","Investigate","866","866","866","","OJEIIDGO_02570","",""
"group_1351","","hypothetical protein","1","1","1","406","2","400","1","Investigate","677","677","677","","OJEIIDGO_02571","",""
"acn_2","","Aconitate hydratase A","1","1","1","404","1","396","1","Investigate","1535","1535","1535","","OJEIIDGO_02592","",""
"group_1353","","hypothetical protein","1","1","1","3","1","107","1","","431","431","431","","OJEIIDGO_02595","",""
"group_1354","","hypothetical protein","1","1","1","133","5","439","1","","245","245","245","","OJEIIDGO_02603","",""
"group_1355","","hypothetical protein","1","1","1","362","4","317","1","","419","419","419","","OJEIIDGO_02614","",""
"group_1356","","IS701 family transposase ISPlag1","1","1","1","362","3","317","2","","1007","1007","1007","","OJEIIDGO_02615","",""
"group_1357","","hypothetical protein","1","1","1","362","2","317","3","","368","368","368","","OJEIIDGO_02616","",""
"group_1358","","hypothetical protein","1","1","1","362","1","317","4","","512","512","512","","OJEIIDGO_02617","",""
"group_1359","","hypothetical protein","1","1","1","365","4","320","1","","335","335","335","","OJEIIDGO_02628","",""
"group_1360","","hypothetical protein","1","1","1","365","3","320","4","","239","239","239","","OJEIIDGO_02629","",""
"group_1361","","hypothetical protein","1","1","1","365","2","320","3","","1205","1205","1205","","OJEIIDGO_02630","",""
"group_1362","","hypothetical protein","1","1","1","365","1","320","2","","572","572","572","","OJEIIDGO_02631","",""
"group_1364","","IS1380 family transposase ISSp1","1","1","1","456","1","429","1","Investigate","1370","1370","1370","","OJEIIDGO_02671","",""
"group_1367","","hypothetical protein","1","1","1","450","1","417","1","Investigate","581","581","581","","OJEIIDGO_02695","",""
"group_1368","","hypothetical protein","1","1","1","1","19","3","1","","92","92","92","","OJEIIDGO_02716","",""
"group_1369","","hypothetical protein","1","1","1","1","20","3","12","","296","296","296","","OJEIIDGO_02717","",""
"group_137","","hypothetical protein","1","1","1","98","1","","","","647","647","647","KKNACEHJ_03011","","",""
"group_1370","","hypothetical protein","1","1","1","1","26","3","7","","587","587","587","","OJEIIDGO_02719","",""
"group_1371","","hypothetical protein","1","1","1","1","25","3","6","","278","278","278","","OJEIIDGO_02720","",""
"group_1372","","hypothetical protein","1","1","1","1","24","3","5","","566","566","566","","OJEIIDGO_02722","",""
